Reporting country (Name),Commodity (Name),Trade flow (Name),Unit (Name),Unit,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S,[2020],S,[2021],S
Samoa,All,Imports,Tonnes – net product weight,TPW,5342,,2305,,1536,,2555,,2166,,2752,,1787,,1169,,1538,E,1965,E,1436,E,2247,,2500,E,2800,E,3065,,3100,E,3200,E,3349,E,2738,E,2813,E,4939,E,4383,E,4338,E,3142,E,7677,E,4486,,4478,,5663,,3436,,2255,,2935,,3487,,4645,,3634,,4436,,3281,,4209,,2963,,3861,,4895,,7271,,4536.1,,5900.5,,5564.4,,5898.32,E,6109.48,
Sao Tome and Principe,All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,761,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,18,E,10,E,8,E,12,E,28,E,150,E,300,E,82,E,3,,0,N,0,N,2,,6,,5,,2,,2,,1,,2,,1,,6,,8,,9,,1,,1,,1.31,,0.03,,0,...
Sao Tome and Principe,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,48,,0,...,0,...,0,...,0,...,0,...,251,,141,,88,,186,E,200,E,267,E,168,E,345,E,117,E,73,E,211,E,96,E,101,E,11,E,19,,39,,5,,3,,19,,5,,4,,35,,21,,42,,32,,34,,73,,52,,57,,51,,38,,46,,29,,76,,53.88,,45.45,,53.82,
Saudi Arabia,All,Exports,Tonnes – net product weight,TPW,1263,,1361,,1251,,1240,,4022,,1813,,2622,,1794,,372,,832,,477,,1860,,1773,,2317,,911,,1740,,1962,,1461,,240,E,224,E,1736,,2269,,2662,,2476,,2288,,2321,,2889,,9274,,9370,,14173,,15028,,17344,,20468,E,23806,E,33963,,32281,,26195,,24446,,34435,,34416,,43398,,62127,,65266,,37312.05,,27915.82,,35447.56,
Saudi Arabia,All,Imports,Tonnes – net product weight,TPW,9307,,16444,,18852,,28894,,38798,,42655,,49643,,51980,,46648,,46716,,38441,,39082,,40422,,47418,,37546,,46261,,37161,,46230,,43711,,64996,,58304,,61552,,64039,,72049,,78061,,88791,,89659,,99849,,127752,,141739,,158096,,160509,,123865,,125496,,219136,,220294,,241320,,245456,,244363,,243662,,247341,,250995,,234417,,240242.49,,234218.88,,220435.82,
Saudi Arabia,All,Reexports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,618,,1455,,893,,348,,31,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,343,,691,,369,,84,,60,,884,,1276,,434,,567,,662,,777,,0,...,1,,1048,,1131,,1521,,1748,,2541,,4156,,0,...,0,...,3273,,0,...,1931.4,,3961.23,
Senegal,All,Exports,Tonnes – net product weight,TPW,45917,,57285,,62168,,64439,,78029,,74427,,91742,,93344,,94102,,95453,,93975,,79569,,72267,,108286,,120459,,142674,,79071,,52272,,93673,,103458,,107033,,112152,,111549,,124453,,88033,,83517,,91748,E,96885,,129001,,101793,,96184,,117650,,96968,,101787,,99688,,125361,,117967,,149979,,164089,,208866,,221295,,239055,,257085,,334562.34,,352856.46,,322283.52,
Senegal,All,Imports,Tonnes – net product weight,TPW,9211,E,17505,,22897,,13463,,16128,,20722,,15036,,23261,,21234,,24362,,21093,,19726,,35267,,49284,,52660,,31921,,24868,,17691,,19057,E,17730,E,15023,E,17841,E,10583,E,3562,E,963,E,526,,295,,336,,521,,562,,453,,1013,,1247,,422,,6614,,14315,,8820,,8914,,9644,,19384,,18486,,31052,,84988,,70545.96,,65892.71,,59428.36,
Senegal,All,Reexports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5,,0,...,0,...,0,...,49116,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Serbia,All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,575,,593,,747,,732,,764,,635,,610,,831,,1274,,1278,,2008,,1957,,2223,,2200.14,,1846.41,,2379.19,
Serbia,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,36165,,39716,,38718,,31036,,27082,,35897,,35937,,29557,,32899,,27919,,26307,,36248,,38602,,38137.06,,36878.36,,39869.47,
Serbia,All,Reexports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,...,30,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Serbia and Montenegro,All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5624,E,159,E,30,E,372,E,938,,800,,647,,748,,387,,366,,381,,124,E,399,,625,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Serbia and Montenegro,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,43887,E,18869,E,30967,E,38082,E,62227,,54599,,61877,,42808,,43417,,46194,,52861,,41674,E,52067,,43499,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Seychelles,All,Exports,Tonnes – net product weight,TPW,437,,418,,375,,438,,677,,333,,619,,748,,664,,760,,380,,1922,,4684,,5183,,5727,,7627,,6644,,5189,,9066,,6846,,14622,,32722,E,26309,,41830,,48427,,74658,,75429,,137896,E,104878,E,124617,E,107703,E,102907,E,80312,E,80464,E,89503,,114234,,119361,E,106825,,90301,,117768,E,222078,E,159278,,168525,,157158.02,,167322.34,E,182421.5,E
Seychelles,All,Imports,Tonnes – net product weight,TPW,52,,67,,39,E,49,E,26,,29,,13,,21,,60,,40,,18,,2530,,7476,,6746,,7521,,9885,,7968,,9814,,8298,,12011,,19872,,20673,E,17636,E,4093,E,20302,,20265,,33195,,87054,,82552,,88003,,92457,,116360,,36332,,64259,E,71264,,71308,,64020,,61552,,67422,,68066,,75684,,77437,,78834,,65082.81,,75409.43,,72933.07,
Seychelles,All,Reexports,Tonnes – net product weight,TPW,0,...,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,...,1,,1,,0,N,0,...,0,...,0,...,0,...,0,...,3,,0,...,0,...,0,...,0,...,4,,0,N,0,N,0,N,0,N,0,N,4,,4,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Sierra Leone,All,Exports,Tonnes – net product weight,TPW,1,,4,,0,...,69,E,440,E,850,E,940,E,1752,,741,,1605,,1500,,1404,,1513,,2525,E,4761,E,3840,E,3900,E,14452,,18165,,16050,,14036,,13448,E,7596,E,8192,E,6594,E,6185,E,6493,E,4590,E,4568,E,4813,E,4921,E,5264,E,4869,E,4917,E,4870,E,4877,E,5051,E,4500,E,4770,E,5338,E,5190,E,3168,E,2929,E,3199.73,E,2930.96,E,2857.39,E
Sierra Leone,All,Imports,Tonnes – net product weight,TPW,4606,,7774,E,9450,E,11077,,23391,,28700,,6539,,11373,,7671,,8467,E,7140,,2514,,2458,E,2734,E,2600,E,2106,E,1638,E,1432,E,2120,E,2184,E,1922,E,2561,E,725,E,405,E,740,E,1046,E,720,,2142,E,1357,E,1163,E,931,E,1778,E,1529,E,2038,E,996,E,1366,E,1079,E,1371,E,2014,E,3224,E,3295,E,2273,E,2550,E,2633.99,E,2620.05,E,3068.64,E
Sierra Leone,All,Reexports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,10,,0,...,0,...,0,...,0,...
Singapore,All,Exports,Tonnes – net product weight,TPW,29797,,48237,,57198,,64461,,72508,,71534,,79389,,78603,,81873,,78410,,102560,,121357,,124507,,127679,,136366,,151941,,139552,,130234,,161500,,123598,,94432,,87172,,85011,,108382,,112158,,102137,,88741,,87811,,102378,,109564,,96978,,86493,,71721,,66030,,68667,,57363,,52931,,48189,,35558,,44219,,43757,,39738,,36584,,42438.59,,37032.3,,41049.55,
Singapore,All,Imports,Tonnes – net product weight,TPW,131630,,146009,,150775,,156381,,161359,,168166,,174969,,159929,,181055,,161974,,195564,,189759,,203430,,190802,,199767,,209773,,217066,,209306,,228299,,140865,,116162,,116285,,90103,,175472,,182377,,173118,,177869,,215342,,227405,,253553,,244644,,239688,,225704,,221987,,223131,,223138,,215681,,209369,,207398,,207868,,209231,,199087,,198179.5,,204748.34,,211616.02,,201570.22,
Slovakia,All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1049,,643,,593,,686,,976,,1162,,666,,677,,531,,762,,918,,1523,E,1527,,2337,,1411,,1507,E,1419,,1991,E,2430,E,2183,,2428,,2266,,1938,,1669,,3381,,3806,,3370.18,,3366.56,,4630.38,
Slovakia,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,26726,,32947,,30197,,34048,,35109,,34474,,29836,,29895,,28182,,30017,,26728,,26360,,26278,,28496,,23748,,24479,,23891,,25985,,25269,,24536,,26626,,29270,,30834,,30117,,34141,,29832,,30228.2,,32312.7,,32590.42,
Slovenia,All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4139,,2701,,2666,,1608,,2514,,2068,,2071,,2222,,2372,,2345,,2094,,2195,,3415,,7556,,5739,,4691,,5143,,5026,,5345,,4991,,4128,,4903,,6194,,7517,,11948,,9605,,9175,,9454.94,,8972.63,,12154.1,
Slovenia,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,12575,,12957,,14739,,14266,,13248,,12493,,11851,,12490,,12211,,13624,,12933,,13311,,15741,,19120,,19061,,17812,,18354,,17688,,18193,,18065,,16567,,17355,,18505,,19858,,22896,,22593,,22660.27,,24597.39,,21908.27,,25411.84,
Solomon Islands,All,Exports,Tonnes – net product weight,TPW,12466,,10652,,11265,,24352,,22536,,24556,,16522,,19808,,34334,,28518,,40862,,28147,,37331,,29801,,20988,,54477,,34449,,22038,,31905,,47384,,38055,,37795,,42088,,31251,,13803,E,13124,E,12778,E,21214,E,18159,E,14921,E,21923,,14558,,12561,E,14554,E,14870,E,17156,E,23083,E,22562,,35522,E,37032,E,36821,E,31627.5,E,36378.73,E,37600.16,E,22477.08,E,29126.43,E
Solomon Islands,All,Imports,Tonnes – net product weight,TPW,272,,326,,320,,340,,502,,385,,493,,279,,422,,701,,806,,222,,447,,734,,107,,147,,61,,11,,16,,50,,68,,60,E,8,E,26,E,117,E,335,E,591,,214,,517,,479,,1322,,1806,,1207,E,1024,E,1567,E,860,,734,,1480,,835,,540,E,649,E,697,,953,,1745.09,E,1405.98,E,1621.16,E
Solomon Islands,All,Reexports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,N,0,...,0,...,0,...,0,...,0,...
Somalia,All,Exports,Tonnes – net product weight,TPW,3250,,1187,,1206,,1108,,682,,3540,,2931,,1163,,890,E,1023,E,873,E,1511,E,3016,E,4703,E,5552,E,3490,E,4070,E,3598,E,2923,E,4654,E,2971,E,5075,E,1580,E,1416,E,1119,,1971,E,3584,E,2581,E,4526,E,3548,E,2990,E,2441,E,3515,E,4157,E,1187,E,1473,E,1179,E,1347,E,1494,E,2364,E,2937,E,3656,E,4233,E,5482.22,E,5004.56,E,4929.33,E
Somalia,All,Imports,Tonnes – net product weight,TPW,0,N,229,,0,N,0,N,99,,0,...,7,,62,,0,...,0,...,0,...,0,...,0,...,2,E,5,E,5,E,52,E,45,E,39,E,0,...,26,E,0,...,0,...,63,E,71,E,15,E,111,E,142,E,281,E,295,E,1145,E,684,E,907,E,1431,E,901,E,1371,E,1154,E,2004,E,2417,E,3761,E,3471,E,3447,E,2893,E,3252.48,E,2288.67,E,2811.12,E
South Africa,All,Exports,Tonnes – net product weight,TPW,125050,E,66250,E,58650,E,105840,E,65840,E,65540,E,46530,E,64030,E,49520,E,65528,,74332,E,147318,E,78289,E,49233,E,60362,,73870,,150568,,122671,E,176798,,95913,,85420,,99156,,133410,,126001,,162359,,155941,,168678,,183462,,142601,,177045,,142551,,144072,,134649,,147099,,179803,,165779,,177369,,135597,,182529,,154993,,205840,,182775,,193696,,173859.61,,211544.55,,182735.68,
South Africa,All,Imports,Tonnes – net product weight,TPW,8820,,11204,,22817,,16602,,44334,,112065,,107372,E,104304,E,128881,,143016,,123134,,104355,,51884,,197968,E,212240,,225839,,177440,,140417,,275967,,324569,,148324,,213522,,52742,,38056,,44221,,51655,,35310,,42655,,53743,,56176,,64854,,91490,,109799,,122236,,99330,,97592,,136201,,139906,,196441,,164895,,193079,,214601,,276770,,261505.88,,189366.87,,211869.06,
South Sudan,All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0.41,E,93.59,E,0,...
South Sudan,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,145,E,289,E,253,E,182,E,81,E,3,E,211,E,469.39,E,506.05,E,398.86,E
Spain,All,Exports,Tonnes – net product weight,TPW,232009,,190077,,200122,,210123,,157112,,258846,,229833,,203325,,203110,,225662,,224238,,243874,,339747,,347161,,341560,,377664,,310709,,383690,,441024,,471671,,558032,,639918,,678406,,762229,,802244,,924102,,818452,,860632,,866025,,922671,,922208,,950107,,948970,,1032109,,1043455,,1078478,,1038625,,992512,,1115313,,1116949,,1115898,,1186375,,1205710,,1163167.19,,1131857,,1214558.21,
Spain,All,Imports,Tonnes – net product weight,TPW,136713,,128481,,200558,,265451,,288489,,272787,,329358,,269843,,294989,,320952,,323748,,579869,,770128,,734503,,841608,,904256,,803091,,971570,,999676,,1015591,,1061899,,1126822,,1262082,,1282166,,1373416,,1533284,,1458374,,1612166,,1559651,,1583190,,1657053,,1683145,,1587701,,1574281,,1641003,,1640452,,1523887,,1503854,,1617854,,1669245,,1715516,,1768442,,1766380,,1824274.69,,1709863.5,,1814182.23,
Sri Lanka,All,Exports,Tonnes – net product weight,TPW,1886,,1965,,2962,,3134,,2347,,2721,,3263,,2548,,3580,,3281,,3457,,2466,,3428,,3631,,2959,,2270,,3892,,4448,,4130,,5708,,7654,,8680,,11513,,9681,,19719,,15530,,14081,,16238,,14938,,17240,,21596,,22231,,21574,,19707,,19127,,19728,,19605,,24913,,27540,,18462,,18476,,25717,,28908,,29386.79,,21881.75,,28005.09,
Sri Lanka,All,Imports,Tonnes – net product weight,TPW,7648,,5220,,5190,,18982,,23200,,7512,,15419,,15573,,46435,,38034,,33991,,39677,,38778,,26577,,50766,,57661,,63151,,38190,,35566,,60365,,66846,,82091,,80635,,79645,,93634,,89165,,84622,,86241,,77560,,88946,,90496,,95530,,88762,,86293,,94222,,94874,,85947,,92545,,90997,,134867,,128327,,116188,,94320,,106053.19,,93774.35,,61848.76,
Sri Lanka,All,Reexports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,,3,,0,...,8,,17,,0,...,0,...,14,,0,...,0,...,66,,88,,111,,92,,419,E,0,N,257,,14,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,188,,0,...,4,,592,,290,,219,,0,...,0,...,1168.31,,2021.02,
St. Pierre and Miquelon,All,Exports,Tonnes – net product weight,TPW,2612,,2923,,2429,,2459,,4251,,4936,,3680,,3253,,4692,,6807,,7565,,8614,,4872,,6816,,7948,,8852,,6893,,34,,79,,83,,260,E,761,E,1301,E,1765,E,2103,E,1296,E,1386,E,995,E,1149,E,1446,E,1672,E,1878,E,1764,E,1069,E,981,E,615,E,802,E,996,E,569,E,1557,E,1728,E,772,E,1342,E,1741.02,E,1665.26,E,1601.18,E
St. Pierre and Miquelon,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,39,,47,,41,,39,,126,,85,,72,,147,,105,,115,E,105,E,110,E,101,,81,,100,,162,E,980,E,550,E,531,E,592,E,714,E,65,E,464,E,110,E,27,E,552,E,591,E,360,E,226,E,26,E,10,E,12,E,30,E,28,E,42,E,62,E,55,E,45,E,32,E,38,E,42.91,E,31.69,E,29.84,E
Sudan,All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,196,,707,E,719,E,1383,E,1073,E,1693,,2502,E,1139.53,E,926.88,E,960.16,E
Sudan,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2987,,2848,E,2267,E,3128,,2718,E,1713,,2466,,1382.56,E,1638.75,E,958.22,E
Sudan (former),All,Exports,Tonnes – net product weight,TPW,18,,0,...,87,,244,,530,,639,,600,E,407,,9,,0,...,100,,64,,464,,20,,20,E,25,E,30,E,56,E,60,E,102,,323,,606,,802,,588,,616,,540,,1542,,1993,,2942,,2714,,391,,302,E,937,,777,,184,,494,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Sudan (former),All,Imports,Tonnes – net product weight,TPW,24,,76,,44,,33,,633,,526,,813,,406,,89,,470,E,60,,209,,224,,943,,900,E,780,E,200,E,200,E,100,E,228,,121,,611,,603,,872,,973,,471,,572,,300,E,283,E,386,,1998,,1693,,1375,,2412,,2613,,3478,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Sudan (former),All,Reexports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,6,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Suriname,All,Exports,Tonnes – net product weight,TPW,471,,673,,184,,295,,372,,1157,,1196,,1536,,1476,,1758,,815,,1851,,715,,926,,1178,,705,,916,,1267,,6791,,6284,,7265,,11094,,5599,E,14488,,16226,,17202,,10660,E,11206,E,11617,E,10228,E,11005,E,11272,E,14562,E,17262,E,15863,E,15788,E,17031,E,18200,E,17618,E,18714,E,19715,E,24091,E,17037,E,15336.58,E,14106.25,E,15866.86,E
Suriname,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,2469,,1650,E,2000,E,2463,,2120,,2641,,231,,165,E,10,E,25,E,50,,9,,11,,36,,57,,60,E,437,,351,E,1209,,1015,,1598,,1283,,1884,,1569,E,2089,,2420,,2252,,2469,,1688,,2226,,1623,,1773,,2111,,1337,,1840,,2138,,2026,,2310,E,2164,,2241,,2367,,2597.2,,2043.13,,2090.92,
Suriname,All,Reexports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,46,,44,,322,,272,,491,,443,,499,,305,,0,...,22,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,272.01,
Sweden,All,Exports,Tonnes – net product weight,TPW,92139,,85294,,66231,,109157,,127691,,137592,,135388,,134489,,138716,,107966,,91815,,77730,,98250,,120151,,157137,,154920,,162084,,173864,,195939,,266000,,279071,,281389,,312603,,281400,,306942,,296945,,276175,,309366,,356865,,396722,,471315,,472007,,510936,,559890,,624757,,613025,,666234,,707587,,729470,,831465,,814874,,779652,,850167,,825462.18,,851213.3,,848427.82,
Sweden,All,Imports,Tonnes – net product weight,TPW,161698,,157811,,169862,,201552,,195234,,175600,,207061,,207557,,221558,,214029,,207392,,174701,,140663,,148112,,159328,,145048,,140733,,122775,,148376,,154523,,169915,,182934,,181697,,204976,,212999,,224698,,235293,,288095,,334677,,377925,,404977,,469196,,502372,,533393,,576246,,609214,,689300,,709427,,754427,,824163,,806859,,736513.18,,820477,,822756.06,,859286.97,,854606.16,
Switzerland,All,Exports,Tonnes – net product weight,TPW,603,,573,,245,,355,,307,,246,,290,,294,,529,,653,,537,,551,,804,,860,,888,,796,,662,,528,,551,,589,,368,,306,,314,,282,,280,,575,,642,,738,,993,,1223,,1659,,1790,,1857,,1433,,1970,,1941,,1977,,2829,,2240,,1776,,1322,,1056,,1237,,2807.18,,2732.77,,3036,
Switzerland,All,Imports,Tonnes – net product weight,TPW,119431,,122795,,135405,,133564,,129618,,142100,,129934,,135582,,123094,,124520,,120746,,111658,,105428,,102615,,96293,,89791,,87315,,82016,,87926,,71954,,67456,,66267,,65486,,67113,,67884,,70300,,68172,,68337,,68323,,67187,,71492,,71590,,72689,,74638,,75779,,76877,,74999,,79784,,78474,,79768,,80200,,77765,,77561,,77253.1,,81629.65,,82609.52,
Syrian Arab Republic,All,Exports,Tonnes – net product weight,TPW,59,,59,,117,,77,,166,,61,,26,,42,,100,,81,,0,...,35,,53,,65,,0,...,48,,38,,64,,56,,157,,21,E,76,E,55,E,11,E,54,E,52,E,109,E,40,,47,E,157,,153,,367,E,32,,149,,72,,89,E,47,E,35,E,15,E,48,E,53,E,57,E,66,E,206.58,E,132.34,E,26.88,E
Syrian Arab Republic,All,Imports,Tonnes – net product weight,TPW,3840,,8176,,7340,,10899,,10120,,12095,,9774,,13510,,13618,E,9721,,1051,E,1341,,318,E,1251,,490,E,271,E,370,E,2479,E,2126,E,10548,,5494,,9083,E,15550,E,17307,E,21208,E,10757,,22827,,21437,,15760,,14013,,22692,,23665,,22118,,31864,,29450,,31502,E,22309,E,22394,E,23805,E,13501,E,12237,E,12138,E,16385,E,17811.74,E,9556.64,E,11678.72,E
Taiwan Province of China,All,Exports,Tonnes – net product weight,TPW,165882,,203478,,222469,,225153,,238730,,230696,,242574,,270594,,282794,,316058,,408368,,459830,,529512,,378251,,409620,,382635,,484303,,630098,,593772,,573907,,565182,,567396,,687746,,666185,,697851,,689235,,729511,,706105,,671466,,680962,,659906,,757694,,639278,,690454,,676627,,657571,,687385,,717176,,780376,,787224,,685019,,716259,,685598,,749700.76,,594416.73,,680729.53,
Taiwan Province of China,All,Imports,Tonnes – net product weight,TPW,95323,,105382,,144854,,169303,,163758,,158762,,241046,,219435,,279436,,326598,,359262,,468014,,450968,,493805,,525687,,497804,,484121,,592985,,580068,,552288,,506373,,465102,,312495,,436670,,454497,,423693,,388207,,377958,,385364,,380489,,342929,,318222,,392901,,465620,,472318,,482373,,537100,,464746,,486638,,457142,,430263,,470975,,495226,,489981.28,,512322.89,,492674.71,
Taiwan Province of China,All,Reexports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2653,,4393,,6836,,7514,,1959,,2428,,1084,,939,,2696,,2496,,1340,,2084,,627,,565,,565,,3592,,317,,884,,392,,1016,,290,,642,,1866,,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Tajikistan,All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,48.94,,0,...,0,E,0,...
Tajikistan,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,131,E,127,E,101,E,71,E,154,E,129,E,93,E,189,E,344,E,576,E,686,E,504,E,1404,E,1172,E,1729,E,1144,E,1161,E,1790,E,2090,E,1839,E,2320,E,2000,E,1501.86,,3205.02,,3689.23,,2797.81,,3319.16,,3930.21,
"Tanzania, United Rep. of",All,Exports,Tonnes – net product weight,TPW,269,,270,E,154,,275,,217,,222,,185,,968,,664,,350,E,650,E,889,,1320,E,868,E,1719,,1540,,1398,,7763,,12491,,17350,,22596,,27213,,48698,,32998,,49843,,55678,,54997,,59415,,61495,,58794,,49104,E,62836,,71883,,52885,,54881,,56928,,56760,,49270,,50139,,45968,,44469,,48779,,47059,E,57235.7,,45798.9,,42863.99,
"Tanzania, United Rep. of",All,Imports,Tonnes – net product weight,TPW,2402,,2595,E,4105,,1855,,1545,,624,,1055,E,1215,E,1145,E,296,E,170,E,40,E,400,E,60,E,213,,162,,293,E,593,E,229,E,407,,930,,607,,281,,197,,340,,276,,185,,311,,421,,572,,2951,,6877,,6878,,6259,,5946,,3970,,6419,,9291,,19543,,19644,,25033,,17302,,12113,,2107.85,,4541.75,E,5654.26,E
